Abstract,Methods,Results,Discussion,Abstract+Methods,Abstract+Results,Abstract+Discussion,Methods+Results,Methods+Discussion,Results+Discussion,Abstract+Methods+Results,Abstract+Methods+Discussion,Abstract+Results+Discussion,Methods+Results+Discussion,Full Text
0.9838022165387894,0.9589519650655022,0.9497797356828194,0.9299820466786356,0.9932432432432432,0.9838022165387894,0.9932432432432432,0.9652777777777778,0.960767218831735,0.951627088830255,0.9872557349192863,0.9940928270042194,0.9915397631133672,0.960767218831735,0.9949409780775716
0.9868995633187773,0.9652096342551294,0.9540126239855726,0.9357798165137615,0.9965397923875432,0.9921807124239791,0.998272884283247,0.9752650176678446,0.9670525378450578,0.9615040286481648,0.987783595113438,0.9965397923875432,0.9956709956709957,0.9716312056737588,0.9930555555555556
0.9882154882154882,0.9655765920826161,0.9584055459272097,0.9465381244522348,0.9949832775919732,0.9882154882154882,0.9932998324958124,0.9708904109589042,0.9664660361134996,0.9655765920826161,0.994142259414226,0.9916107382550335,0.9924559932942163,0.9682403433476395,0.994142259414226
0.9870578084555651,0.9547471162377995,0.9564444444444444,0.9423423423423424,0.9879725085910653,0.9836065573770492,0.9940017137960583,0.972972972972973,0.9648506151142355,0.9601417183348095,0.9879725085910653,0.9923011120615911,0.9923011120615911,0.9693788276465442,0.9940222032450897
0.9812286689419796,0.9490333919156415,0.9414893617021277,0.9301075268817204,0.9941126997476871,0.988155668358714,0.9915540540540541,0.9645021645021645,0.9527145359019265,0.9480176211453745,0.9915682967959528,0.9949579831932773,0.9949579831932773,0.9645021645021645,0.9941126997476871
0.9792387543252595,0.9667250437828371,0.9520426287744227,0.9473684210526315,0.9923142613151152,0.988860325621251,0.9914529914529915,0.9721254355400697,0.9667250437828371,0.9658194566170026,0.9940323955669225,0.9905902480752781,0.9914529914529915,0.9712292938099389,0.9931740614334471
0.9863481228668942,0.9634146341463414,0.9402319357716324,0.944,0.9940828402366864,0.9872340425531915,0.9932203389830508,0.9670138888888888,0.9634146341463414,0.9588080631025416,0.9932318104906938,0.9915254237288136,0.9940828402366864,0.9661164205039097,0.9932318104906938
0.9881154499151104,0.9643788010425717,0.9488536155202821,0.936663693131133,0.9949409780775716,0.985531914893617,0.9940928270042194,0.9777015437392796,0.9724137931034482,0.9688581314878892,0.995787700084246,0.9940928270042194,0.995787700084246,0.9670710571923743,0.9974768713204374
0.9831365935919055,0.9558441558441558,0.9476439790575916,0.9289520426287744,0.994161801501251,0.9857022708158116,0.989103101424979,0.9656946826758147,0.9576490924805532,0.9476439790575916,0.9924812030075187,0.9916387959866221,0.995,0.9665809768637532,0.995
0.9826086956521739,0.95837023914969,0.9506726457399103,0.9421338155515371,0.9914236706689536,0.9826989619377162,0.9931153184165232,0.972027972027972,0.9666080843585237,0.9590747330960854,0.9914236706689536,0.9905579399141631,0.9940119760479041,0.9702276707530648,0.9931506849315068
0.9827288428324698,0.9668411867364747,0.9584438549955792,0.9425493716337523,0.9931972789115646,0.9845626072041166,0.9948805460750854,0.9695387293298521,0.9641294838145232,0.9630281690140845,0.9923404255319149,0.9931972789115646,0.9931972789115646,0.9641294838145232,0.9949066213921901
0.9828473413379074,0.9624454148471616,0.9559859154929577,0.9429590017825312,0.9940728196443692,0.9846153846153847,0.9923534409515717,0.9633507853403142,0.9569798068481123,0.9559859154929577,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9624454148471616,0.9957734573119188
0.9852813852813853,0.9693251533742331,0.9637488947833776,0.9498207885304659,0.9922879177377892,0.9862068965517241,0.993127147766323,0.9765013054830287,0.972027972027972,0.9746281714785652,0.9905579399141631,0.9896907216494846,0.9914236706689536,0.9738219895287958,0.9922879177377892
0.9923664122137404,0.9606986899563319,0.9633507853403142,0.9477413640389726,0.9923793395427604,0.9906700593723494,0.9991575400168492,0.9723661485319517,0.9670138888888888,0.96875,0.9906700593723494,0.9949324324324325,0.9949324324324325,0.9714779602420052,0.9949324324324325
0.9878260869565217,0.9533213644524237,0.9408553230209281,0.9350411710887465,0.9930915371329879,0.9852045256744996,0.9930795847750865,0.9617097061442564,0.9551971326164874,0.9560538116591928,0.993960310612597,0.9913494809688581,0.9930915371329879,0.9617097061442564,0.9965576592082617
0.9940323955669225,0.9630931458699473,0.9473684210526315,0.942652329749104,0.9974511469838573,0.9931740614334471,0.9965986394557823,0.9658194566170026,0.9649122807017544,0.9575971731448764,0.9914529914529915,0.9940323955669225,0.9948892674616695,0.9667250437828371,0.9948892674616695
0.9871244635193133,0.9623137598597721,0.9529724933451642,0.9435989256938228,0.9931972789115646,0.9880341880341881,0.9948892674616695,0.9686411149825784,0.9668411867364747,0.9630931458699473,0.9923404255319149,0.9931972789115646,0.9923404255319149,0.9722222222222222,0.9974597798475868
0.9913941480206541,0.974716652136007,0.9655781112091791,0.9582222222222222,0.9948717948717949,0.9879518072289156,0.9948542024013722,0.9782797567332754,0.9729257641921397,0.979982593559617,0.9896907216494846,0.9922879177377892,0.9948717948717949,0.974716652136007,0.9948717948717949
0.9864406779661017,0.9664082687338501,0.9618055555555556,0.9490333919156415,0.9924433249370277,0.9856297548605241,0.9932659932659933,0.9752348420153715,0.9690721649484536,0.9636048526863085,0.9941324392288349,0.9873417721518988,0.990748528174937,0.9726027397260274,0.9932885906040269
0.9889549702633815,0.9507042253521126,0.9459698848538529,0.9298561151079137,0.9932432432432432,0.985531914893617,0.9932318104906938,0.9679653679653679,0.9571303587051618,0.962510897994769,0.9889737065309584,0.9932432432432432,0.9906858594411516,0.9625761531766753,0.9923922231614539
0.9889549702633815,0.956140350877193,0.9543057996485061,0.9317773788150808,0.9932318104906938,0.9915254237288136,0.9932318104906938,0.9652173913043478,0.9643167972149695,0.9643167972149695,0.9915254237288136,0.9966273187183811,0.9932318104906938,0.9679098005203816,0.9932318104906938
0.9854824935952178,0.9606986899563319,0.9551451187335093,0.9523809523809523,0.9915254237288136,0.9889549702633815,0.9923664122137404,0.9679098005203816,0.962510897994769,0.9624454148471616,0.9906700593723494,0.9915254237288136,0.9932318104906938,0.9714779602420052,0.9932318104906938
0.9888983774551665,0.9731136166522116,0.9595782073813708,0.9484902309058615,0.9957591178965225,0.9914821124361158,0.9966101694915255,0.9757785467128027,0.9722222222222222,0.965034965034965,0.9888983774551665,0.9923404255319149,0.9966101694915255,0.9731136166522116,0.9974597798475868
0.9897959183673469,0.9551451187335093,0.950530035335689,0.9326145552560647,0.9949238578680203,0.9906542056074766,0.9966216216216216,0.9696444058976583,0.9615384615384616,0.9496021220159151,0.9906542056074766,0.9966216216216216,0.9974683544303797,0.9705372616984402,0.9983136593591906
0.9827288428324698,0.9512843224092117,0.9434977578475336,0.9300635785649409,0.9914821124361158,0.9828178694158075,0.9923011120615911,0.9632224168126094,0.9559082892416225,0.9519572953736655,0.9845626072041166,0.9880341880341881,0.9888983774551665,0.9632224168126094,0.9888983774551665
0.9810017271157168,0.9567519858781994,0.9566755083996463,0.9417040358744395,0.9923273657289002,0.9845360824742269,0.9957446808510638,0.969485614646905,0.9685863874345549,0.960352422907489,0.9854077253218884,0.9948979591836735,0.9948979591836735,0.969485614646905,0.9974554707379135
0.9932318104906938,0.962510897994769,0.9588801399825022,0.9440993788819876,0.9932318104906938,0.9880952380952381,0.9957805907172996,0.9696969696969697,0.9643167972149695,0.9616055846422339,0.9974726200505476,0.9949324324324325,0.9940828402366864,0.9643167972149695,0.9940828402366864
0.9889173060528559,0.9633507853403142,0.9467140319715808,0.9410714285714286,0.9923664122137404,0.9897959183673469,0.9932088285229203,0.972318339100346,0.96875,0.9596491228070175,0.9957734573119188,0.9923664122137404,0.9923664122137404,0.9749784296807593,0.9940728196443692
0.9852558542931483,0.9718804920913884,0.96,0.9411764705882353,0.9948453608247423,0.9905090595340811,0.9957081545064378,0.9754816112084063,0.9718804920913884,0.9636846767050488,0.9913793103448276,0.9922480620155039,0.9948453608247423,0.9772727272727273,0.9957081545064378
0.9872122762148338,0.9553023663453112,0.9430604982206405,0.9345291479820628,0.9940928270042194,0.9889737065309584,0.9940728196443692,0.9643788010425717,0.9543859649122807,0.9569798068481123,0.9906858594411516,0.9889737065309584,0.9915397631133672,0.9589519650655022,0.9940928270042194
0.9888220120378332,0.9530558015943312,0.9546666666666667,0.9338168631006346,0.9897435897435898,0.9845360824742269,0.9922879177377892,0.9676855895196507,0.9549071618037135,0.9629629629629629,0.9906063193851409,0.988013698630137,0.9923273657289002,0.9640666082383874,0.9923273657289002
0.9878682842287695,0.9647266313932981,0.9486948694869487,0.935278030993619,0.9914089347079038,0.9861830742659758,0.9939707149009475,0.9728783902012248,0.9692712906057945,0.9617777777777777,0.9914089347079038,0.9940017137960583,0.992274678111588,0.9728783902012248,0.9896729776247849
0.9872122762148338,0.9616724738675958,0.9642545771578029,0.9402319357716324,0.9949409780775716,0.9881154499151104,0.9940728196443692,0.9777015437392796,0.9670710571923743,0.9696444058976583,0.9881154499151104,0.995787700084246,0.9940928270042194,0.9706390328151986,0.995787700084246
0.9819432502149613,0.9595782073813708,0.9475555555555556,0.9409660107334525,0.9966101694915255,0.9871685201026519,0.9957591178965225,0.9740034662045061,0.965938864628821,0.965938864628821,0.9914821124361158,0.9931972789115646,0.9957591178965225,0.9686411149825784,0.9974597798475868
0.9812286689419796,0.9582608695652174,0.9452296819787986,0.9339285714285714,0.9932773109243698,0.9847457627118644,0.9915540540540541,0.9636678200692042,0.9582608695652174,0.9553805774278216,0.9898819561551433,0.9881756756756757,0.9915824915824916,0.9645635263612792,0.9907329401853412
0.9812606473594548,0.956369982547993,0.9481090589270009,0.9340463458110517,0.9941126997476871,0.9864406779661017,0.9872988992379339,0.9645021645021645,0.9554585152838428,0.9581881533101045,0.9958018471872376,0.9855810008481765,0.9907172995780591,0.9627059843885516,0.9941126997476871
0.9836065573770492,0.9539823008849557,0.9482142857142857,0.9329710144927537,0.9906063193851409,0.9827882960413081,0.9931623931623932,0.9658792650918635,0.958590308370044,0.9602824360105914,0.988013698630137,0.9897435897435898,0.9923273657289002,0.9576719576719577,0.9940425531914894
